Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
United States,USA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,10.582,11.722,12.087,12.281,12.706,11.647,10.018,9.257,11.615,15.151,15.755,15.624,14.826,13.084,11.553,8.985,9.69,8.025,7.078,6.852,13.986,9.765,6.417,6.838,..
United States,USA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,7.619,8.544,9.055,9.284,8.437,7.392,7.186,7.308,9.886,14.695,15.027,12.537,11.597,9.644,7.416,7.118,6.313,5.738,5.219,4.59,10.523,7.15,5.047,4.942,..
United States,USA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,57.379,56.043,54.276,52.466,52.225,52.641,52.251,51.801,50.18,47.007,45.074,44.896,45.401,46.033,47.059,48.198,48.763,49.877,50.339,51.097,45.317,49.673,50.564,51.951,..
United States,USA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,61.922,59.373,57.093,55.333,55.549,55.15,56.206,54.425,52.254,46.698,44.932,45.994,46.558,46.943,48.209,49.003,50.052,50.802,50.58,51.276,46.407,50.559,51.537,51.624,..
United States,USA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,56.275,55.799,55.078,54.93,54.818,55.082,55.47,55.472,55.137,53.384,52.569,52.18,52.299,52.379,52.793,53.043,53.411,53.966,54.304,54.816,51.05,52.733,54.005,54.649,54.311
United States,USA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,70.968,69.899,68.696,67.869,68.164,68.562,69.006,68.65,67.44,63.539,62.711,63.059,63.817,63.904,64.45,64.955,65.398,65.696,66.004,66.261,62.134,63.679,65.064,64.989,64.482
United States,USA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,52.196,50.988,49.382,47.738,47.512,47.895,47.543,47.133,45.669,42.794,41.025,40.849,41.298,41.869,42.797,43.835,44.348,45.361,45.782,46.476,41.218,45.182,45.986,47.232,46.816
United States,USA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,56.346,54.047,51.963,50.368,50.552,50.205,51.161,49.54,47.587,42.551,40.926,41.841,42.341,42.684,43.827,44.552,45.508,46.195,45.994,46.638,42.199,45.988,46.874,46.931,46.232
United States,USA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,54.346,52.573,50.719,49.1,49.086,49.091,49.415,48.379,46.661,42.668,40.973,41.362,41.838,42.291,43.33,44.206,44.948,45.793,45.892,46.56,41.725,45.598,46.445,47.077,46.515
United States,USA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,1.934,2.563,3.328,3.456,3.099,2.711,2.427,2.42,3.013,5.337,5.474,5.136,4.741,4.322,3.691,3.032,2.908,2.686,2.45,2.38,5.591,3.576,2.321,2.373,..
United States,USA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.101,4.651,5.609,5.658,5.396,5.097,4.627,4.499,5.414,8.046,8.601,8.453,7.888,7.067,6.057,5.175,4.786,4.307,3.836,3.608,8.356,5.21,3.613,3.45,3.892
United States,USA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.903,4.796,5.926,6.263,5.639,5.073,4.619,4.723,6.091,10.264,10.496,9.363,8.219,7.629,6.259,5.366,4.937,4.394,3.945,3.72,7.807,5.463,3.68,3.795,4.285
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.638,4.106
United States,USA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,8.864,9.541,11.031,11.34,10.909,10.056,9.617,9.353,11.085,14.766,15.735,15.657,14.611,13.881,12.139,10.365,9.303,8.05,7.632,7.294,14.794,8.85,7.428,7.086,8.27
United States,USA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,9.631,11.31,12.718,13.243,12.549,12.266,11.124,11.442,14.208,19.943,20.674,18.691,17.616,17.036,14.538,12.769,11.434,10.3,9.495,9.359,14.979,10.474,8.719,8.757,10.429
United States,USA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.278,10.492,11.935,12.362,11.791,11.24,10.43,10.472,12.76,17.517,18.361,17.272,16.211,15.558,13.411,11.634,10.432,9.238,8.607,8.375,14.891,9.704,8.105,7.953,9.389
Russian Federation,RUS,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,12.06,10.72,4.98,..,4.58,3.7,3.92,5.77,7.602,6.776,5.631,5.604,5.335,5.532,5.483,5.193,4.781,4.546,5.642,4.616,2.512,1.669,..
Russian Federation,RUS,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,12.3,12.72,5.11,..,4.49,3.77,4.05,5.28,6.822,6.047,5.173,5.244,4.785,5.243,5.436,4.91,4.811,4.359,5.576,4.754,2.665,2.042,..
Russian Federation,RUS,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,14.62,13.96,15.97,..,15.2,13.15,14.88,18,16.723,16.415,13.773,13.697,13.301,13.911,14.081,13.592,12.771,10.983,12.61,11.347,9.606,8.264,..
Russian Federation,RUS,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,13.98,12.92,15.27,..,14.1,12.37,14.16,16.69,16.288,15.404,12.935,13.816,12.781,13.711,14.002,14.076,13.208,11.184,13.746,12.287,10.808,9.079,..
Russian Federation,RUS,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,15.05,14.65,16.37,..,15.95,13.67,15.27,18.86,16.988,17.027,14.273,13.628,13.612,14.027,14.125,13.316,12.513,10.868,11.946,10.801,8.92,7.799,..
Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,30.908,29.674,30.704,29.019,28.958,29.801,29.444,30.822,31.779,31.089,30.429,31.168,29.817,30.411,29.491,28.132,27.566,26.135,25.242,25.038,23.559,23.574,22.114,23.025,..
Russian Federation,RUS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,38.202,37.202,37.618,35.497,36.146,36.37,35.538,36.553,40.064,37.5,38.082,39.028,37.706,38.456,37.407,35.596,35.328,33.169,31.582,31.225,29.884,29.433,27.635,28.664,..
Russian Federation,RUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,49.042,48.955,50.224,49.852,50.634,51.352,51.878,52.985,52.814,52.034,52.224,52.921,53.433,53.124,53.179,52.633,52.728,52.543,52.792,52.434,51.617,52.501,53.109,53.439,53.185
Russian Federation,RUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,61.677,61.299,61.941,61.313,62.169,62.861,62.962,64.694,65.699,63.998,65.04,65.933,66.875,67.006,67.326,67.168,67.423,67.318,67.438,66.776,65.612,66.947,67.274,67.434,67.173
Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,30.906,29.674,30.707,29.019,28.952,29.791,29.431,30.809,31.756,31.063,30.305,31.016,29.697,30.159,29.337,27.936,27.455,26.004,25.09,24.913,23.435,23.448,22.141,22.76,22.977
Russian Federation,RUS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,38.199,37.203,37.622,35.494,36.137,36.36,35.523,36.538,40.043,37.476,37.887,38.786,37.45,38.106,37.176,35.308,35.13,33.03,31.423,31.085,29.707,29.352,27.666,28.16,28.315
Russian Federation,RUS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,34.593,33.479,34.202,32.291,32.58,33.107,32.505,33.701,35.941,34.306,34.151,34.968,33.647,34.212,33.341,31.704,31.377,29.593,28.325,28.064,26.636,26.46,24.96,25.516,25.701
Russian Federation,RUS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,12.19,11.8,5.06,..,4.53,3.74,3.99,5.49,7.215,6.412,5.404,5.425,5.061,5.387,5.459,5.05,4.796,4.451,5.608,4.687,2.597,1.877,..
Russian Federation,RUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,10.368,8.597,7.599,7.952,7.517,6.935,6.687,5.643,5.944,7.672,6.875,6.133,5.122,5.192,4.873,5.352,5.381,5.071,4.8,4.356,5.574,4.833,3.961,3.188,2.638
Russian Federation,RUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.781,9.335,8.139,8.458,8,7.308,7.415,6.353,6.456,8.909,7.916,6.99,5.83,5.818,5.532,5.862,5.787,5.394,4.937,4.661,5.664,4.669,3.777,2.969,2.421
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.581,8.978,7.875,8.21,7.763,7.124,7.055,6.002,6.205,8.301,7.407,6.571,5.484,5.513,5.212,5.615,5.591,5.238,4.871,4.513,5.62,4.749,3.867,3.076,2.527
Russian Federation,RUS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,22.203,19.198,16.896,18.797,18.667,16.865,17.175,14.451,15.149,18.932,17.509,15.856,15.426,15.028,14.617,17.345,17.488,17.052,17.916,15.705,18.264,17.39,15.462,11.809,9.789
Russian Federation,RUS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,19.506,17.038,14.46,16.536,16.076,14.429,15.777,14.494,13.253,18.177,16.94,15.268,14.641,13.587,13.638,15.676,16.094,15.792,16.298,14.849,16.019,15.186,13.545,10.653,8.829
Russian Federation,RUS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,20.72,17.999,15.559,17.557,17.236,15.532,16.41,14.474,14.093,18.516,17.19,15.525,14.983,14.215,14.062,16.403,16.696,16.338,17.007,15.223,17.001,16.157,14.388,11.162,9.252
France,FRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,4.907,4.244,5.569,5.64,6.161,6.07,5.962,5.352,4.665,5.915,5.182,5.146,5.491,6.42,6.356,6.543,5.525,4.978,5.438,5.331,5.273,5.478,4.813,5.053,..
France,FRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,6.17,5.448,5.404,6.03,6.674,6.724,6.4,6.215,5.025,5.841,6.039,6.243,5.887,6.094,6.277,6.084,5.849,5.441,5.431,4.903,5.148,5.185,4.664,4.872,..
France,FRA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,15.3,13.168,12.946,11.57,12.378,12.766,12.995,12.114,11.59,14.157,15.154,15.013,15.957,16.285,17.256,17.489,17.814,16.934,15.93,15.438,14.005,14.444,13.118,13.243,..
France,FRA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,17.579,15.455,14.02,12.347,12.964,13.662,13.863,12.309,12.029,13.861,15.197,15.101,15.731,16,16.085,15.844,16.951,16.172,15.606,15.341,14.088,14.058,12.468,12.886,..
France,FRA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,13.343,11.212,12.04,10.901,11.875,11.981,12.233,11.945,11.224,14.404,15.117,14.938,16.145,16.523,18.25,18.847,18.505,17.546,16.183,15.512,13.944,14.739,13.615,13.508,..
France,FRA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,25.08,25.65,25.899,27.494,26.696,23.543,23.02,24.95,24.999,24.887,23.81,23.355,22.733,23.732,23.455,24.039,23.959,24.599,25.579,25.847,24.689,28.899,31.416,31.653,..
France,FRA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,31.26,32.947,33.85,33.972,32.193,30.012,29.82,30.628,31.011,29.1,29.603,28.868,27.258,29.467,28.005,27.872,28.193,29.325,30.607,29.827,29.022,32.222,34.483,35.272,..
France,FRA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,42.612,43.242,43.777,45.215,44.684,45.201,45.368,46.269,46.723,46.286,46.154,46.043,46.093,46.302,45.908,45.924,45.822,45.881,46.211,46.389,46.071,47.581,48.169,48.092,47.885
France,FRA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,57.314,58.149,57.998,58.049,57.632,57.378,57.117,57.38,57.745,56.522,56.301,56.11,55.726,55.494,54.549,54.172,54.211,54.626,54.797,54.607,54.132,55.078,55.684,55.338,55.16
France,FRA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,25.097,25.665,25.922,27.508,26.713,23.566,23.035,24.963,25.02,24.918,23.831,23.376,22.758,23.809,23.526,24.116,24.05,24.668,25.632,25.899,24.748,28.961,31.561,33.482,33.799
France,FRA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,31.321,32.985,33.886,34.005,32.243,30.039,29.857,30.653,31.041,29.153,29.639,28.901,27.302,29.568,28.115,28.006,28.321,29.442,30.711,29.921,29.102,32.287,34.676,36.799,37.347
France,FRA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,28.261,29.38,29.957,30.795,29.509,26.839,26.486,27.843,28.068,27.062,26.773,26.176,25.062,26.733,25.859,26.094,26.225,27.103,28.224,27.954,26.975,30.664,33.157,35.182,35.618
France,FRA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,5.546,4.848,5.486,5.84,6.421,6.398,6.183,5.784,4.851,5.877,5.616,5.7,5.693,6.255,6.314,6.3,5.696,5.224,5.435,5.102,5.206,5.321,4.733,4.956,..
France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.205,10.517,9.803,9.135,9.88,9.845,9.678,8.597,7.916,9.36,9.648,9.711,9.968,9.775,10.005,9.877,9.853,9.372,9.056,8.351,7.95,7.771,7.137,7.205,7.339
France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.543,7.004,7.775,7.589,8.079,8.035,8.084,7.482,6.911,8.908,8.945,8.79,9.726,10.039,10.518,10.792,10.245,9.442,8.982,8.475,8.064,7.971,7.469,7.457,7.398
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.218,8.61,8.702,8.306,8.914,8.882,8.832,8.008,7.386,9.122,9.279,9.228,9.841,9.913,10.273,10.354,10.057,9.409,9.018,8.415,8.009,7.874,7.308,7.335,7.37
France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,22.507,20.422,20.725,18.133,19.718,22.695,24.197,20.62,19.38,22.827,24.741,24.19,24.695,25.028,23.998,24.033,24.854,21.73,20.005,18.798,20.602,19.313,16.573,16.359,16.003
France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,18.843,15.907,17.388,16.409,19.626,20.059,21.074,18.851,19.083,24.961,22.666,22.07,25.154,23.835,25.486,26.254,25.008,23.237,21.696,20.843,20.232,19.257,18.926,18.049,17.051
France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,20.484,17.91,18.846,17.179,19.667,21.225,22.447,19.644,19.214,24.006,23.592,23.018,24.949,24.363,24.828,25.262,24.938,22.572,20.953,19.929,20.398,19.283,17.851,17.274,16.57
Germany,DEU,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,3.718,3.711,3.941,4.519,5.092,5.22,3.855,3.559,2.874,3.594,2.372,2.176,2.177,2.225,2.245,2.089,2.099,2.002,1.866,1.868,2.572,2.425,1.741,1.977,..
Germany,DEU,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,5.195,4.865,4.794,5.711,5.869,6.095,5.314,4.311,4.392,3.511,3.435,2.288,2.618,2.635,2.79,2.505,2.289,1.974,1.961,1.876,2.509,2.377,2.049,2.361,..
Germany,DEU,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,12.527,11.549,13.338,15.726,17.622,19.034,19.327,17.52,15.448,16.262,15.113,13.433,12.148,12.097,11.573,11.166,10.1,9.615,8.852,7.947,9.439,7.686,6.788,6.322,..
Germany,DEU,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,11.326,10.051,11.565,13.071,15.107,17.183,18.83,15.789,13.835,14.776,12.877,11.496,11.043,10.311,9.685,9.463,8.637,7.982,7.04,6.442,8.182,6.578,6.05,5.61,..
Germany,DEU,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,13.651,13.009,15.038,18.247,19.91,20.754,19.801,19.124,17.011,17.692,17.057,15.168,13.154,13.71,13.242,12.654,11.326,10.954,10.278,9.128,10.4,8.497,7.332,6.842,..
Germany,DEU,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,43.59,44.263,43.819,42.957,39.836,40.292,42.204,44.087,44.421,44.86,44.069,45.594,44.378,45.357,44.516,43.966,44.39,45.626,45.347,46.057,44.555,46.873,48.418,48.749,..
Germany,DEU,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,48.566,48.615,46.896,45.039,42.711,43.674,45.691,46.519,48.599,47.194,48.109,48.501,48.393,48.596,47.909,46.627,46.899,47.498,48.789,50.468,49.054,51.482,51.805,52.774,..
Germany,DEU,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,44.948,45.508,45.508,45.345,44.728,45.147,46.441,47.63,47.982,48.683,49.065,50.644,50.874,51.491,51.946,52.152,52.768,53.309,53.609,54.191,53.191,53.291,54.04,54.264,53.913
Germany,DEU,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,62.484,61.88,60.816,59.543,58.348,58.963,59.899,60.608,61.764,60.808,61.628,62.3,62.964,62.972,63.081,62.971,63.299,63.619,64.19,64.742,63.26,63.349,64.21,64.41,63.894
Germany,DEU,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,43.593,44.263,43.824,42.963,39.837,40.289,42.198,44.082,44.421,44.861,44.076,45.6,44.382,45.361,44.519,43.973,44.396,45.632,45.354,46.062,44.554,46.87,48.416,48.741,48.437
Germany,DEU,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,48.575,48.622,46.915,45.068,42.725,43.662,45.676,46.498,48.594,47.196,48.122,48.513,48.397,48.596,47.909,46.638,46.908,47.506,48.799,50.475,49.056,51.485,51.794,52.759,52.469
Germany,DEU,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,46.127,46.477,45.393,44.03,41.301,41.996,43.961,45.312,46.546,46.05,46.138,47.087,46.435,47.018,46.26,45.355,45.711,46.614,47.156,48.365,46.899,49.271,50.17,50.823,50.521
Germany,DEU,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,4.261,4.133,4.261,4.974,5.396,5.561,4.439,3.87,3.501,3.559,2.829,2.225,2.372,2.408,2.471,2.263,2.179,1.99,1.906,1.872,2.544,2.404,1.877,2.149,..
